Date&Time(UTC),Temperature(Â°C),Humidity(%),Pressure(hPa),Illuminance(lx),Full(RAW),Visible(RAW),Infrared(RAW),,,,
2022-10-18 20:27:53,"25,65","48,4","978,8","0,031755",956,664,292,,,,
2022-10-18 20:28:23,"25,65","48,4","978,8","0,032592",974,679,295,,,,
2022-10-18 20:28:53,"25,64","48,2","978,79","0,033479",982,691,291,,,,
2022-10-18 20:29:23,"25,63","48,2","978,79","0,037592",1146,791,355,,,,
2022-10-18 20:29:53,"25,61","48,1","978,78","0,032811",1002,691,311,,,,
2022-10-18 20:30:23,"25,57","48,1","978,78","0,032088",969,672,297,,,,
2022-10-18 20:30:53,"25,57","48,2","978,78","0,033317",1004,697,307,,,,
2022-10-18 20:31:23,"25,55","48,2","978,77","0,032163",987,679,308,,,,
2022-10-18 20:31:53,"25,53","48,2","978,76","0,032524",956,672,284,,,,
2022-10-18 20:32:23,"25,51","48,2","978,76","0,032579",983,682,301,,,,
2022-10-18 20:32:53,"25,47","48,2","978,76","0,03375",1014,705,309,,,,
2022-10-18 20:33:23,"25,44","48,2","978,77","0,035645",1376,844,532,,,,
2022-10-18 20:33:53,"25,44","48,3","978,77","0,033375",1008,699,309,,,,
2022-10-18 20:34:23,"25,42","48,3","978,77","0,032977",974,683,291,,,,
2022-10-18 20:34:53,"25,44","48,3","978,77","0,032488",980,680,300,,,,
2022-10-18 20:35:23,"25,4","48,3","978,75","0,032572",966,676,290,,,,
2022-10-18 20:35:53,"25,38","48,4","978,75","0,032579",983,682,301,,,,
2022-10-18 20:36:23,"25,38","48,4","978,74","0,03276",1024,698,326,,,,
2022-10-18 20:36:53,"25,37","48,4","978,74","0,034531",1008,711,297,,,,
2022-10-18 20:37:23,"25,34","48,5","978,73","0,032893",1014,696,318,,,,
2022-10-18 20:37:53,"25,34","48,5","978,73","0,033086",1011,697,314,,,,
2022-10-18 20:38:23,"25,33","48,5","978,73","0,03356",991,695,296,,,,
2022-10-18 20:38:53,"25,33","48,5","978,72","0,039612",1132,807,325,,,,
2022-10-18 20:39:23,"25,33","48,6","978,71","0,032715",1085,718,367,,,,
2022-10-18 20:39:53,"25,3","48,6","978,72","0,032713",979,682,297,,,,
2022-10-18 20:40:23,"25,28","48,6","978,69","0,032567",969,677,292,,,,
2022-10-18 20:40:53,"25,28","48,6","978,7","0,03235",964,673,291,,,,
2022-10-18 20:41:23,"25,26","48,7","978,71","0,032163",961,670,291,,,,
2022-10-18 20:41:53,"25,26","48,7","978,71","0,031513",946,658,288,,,,
2022-10-18 20:42:23,"25,26","48,7","978,72","0,030624",947,649,298,,,,
2022-10-18 20:42:53,"25,26","48,7","978,72","0,031234",940,653,287,,,,
2022-10-18 20:43:23,"25,25","48,8","978,72","0,032078",1016,688,328,,,,
2022-10-18 20:43:53,"25,27","48,8","978,73","0,029975",935,638,297,,,,
2022-10-18 20:44:23,"25,24","48,8","978,72","0,03022",942,643,299,,,,
2022-10-18 20:44:53,"25,23","48,8","978,73","0,030126",942,642,300,,,,
2022-10-18 20:45:23,"25,21","48,8","978,73","0,029817",937,637,300,,,,
2022-10-18 20:45:53,"25,22","48,8","978,73","0,030126",942,642,300,,,,
2022-10-18 20:46:23,"25,21","48,9","978,74","0,030033",942,641,301,,,,
2022-10-18 20:46:53,"25,2","48,9","978,73","0,030882",942,650,292,,,,
2022-10-18 20:47:23,"25,18",49,"978,73","0,030784",945,650,295,,,,
2022-10-18 20:47:53,"25,17",49,"978,73","0,041234",2193,1146,1047,,,,
2022-10-18 20:48:23,"25,17",49,"978,75","0,030805",956,654,302,,,,
2022-10-18 20:48:53,"25,17",49,"978,75","0,03055",1033,677,356,,,,
2022-10-18 20:49:23,"25,17",49,"978,76","0,030733",970,658,312,,,,
2022-10-18 20:49:53,"25,17",49,"978,76","0,030117",960,648,312,,,,
2022-10-18 20:50:23,"25,17","49,1","978,77","0,030927",961,657,304,,,,
2022-10-18 20:50:53,"25,16","49,1","978,75","0,032028",997,681,316,,,,
2022-10-18 20:51:23,"25,14","49,1","978,76","0,044509",1298,916,382,,,,
2022-10-18 20:51:53,"25,14","49,2","978,77","0,051137",1653,1108,545,,,,
2022-10-18 20:52:23,"25,13","49,2","978,78","0,031996",998,681,317,,,,
2022-10-18 20:52:53,"25,13","49,1","978,78","0,035374",1403,849,554,,,,
2022-10-18 20:53:23,"25,12","49,2","978,8","0,032038",985,677,308,,,,
2022-10-18 20:53:53,"25,12","49,2","978,8","0,031698",978,671,307,,,,
2022-10-18 20:54:23,"25,13","49,2","978,8","0,032068",987,678,309,,,,
2022-10-18 20:54:53,"25,12","49,2","978,8","0,031909",989,677,312,,,,
2022-10-18 20:55:23,"25,11","49,3","978,81","0,032283",1348,795,553,,,,
2022-10-18 20:55:53,"25,11","49,3","978,82","0,031914",983,675,308,,,,
2022-10-18 20:56:23,"25,1","49,3","978,81","0,031659",988,674,314,,,,
2022-10-18 20:56:53,"25,1","49,3","978,82","0,031785",987,675,312,,,,
2022-10-18 20:57:23,"25,1","49,3","978,81","0,033161",1032,705,327,,,,
2022-10-18 20:57:53,"25,11","49,3","978,81","0,031482",973,667,306,,,,
2022-10-18 20:58:23,"25,11","49,4","978,8","0,030207",966,651,315,,,,
2022-10-18 20:58:53,"25,11","49,3","978,8","0,030246",950,646,304,,,,
2022-10-18 20:59:23,"25,1","49,3","978,8","0,029849",1051,675,376,,,,
2022-10-18 20:59:53,"25,1","49,3","978,8","0,029593",953,640,313,,,,
2022-10-18 21:00:23,"25,1","49,4","978,8","0,029387",927,629,298,,,,
2022-10-18 21:00:53,"25,09","49,4","978,8","0,028491",923,618,305,,,,
2022-10-18 21:01:23,"25,1","49,4","978,81","0,029358",922,627,295,,,,
2022-10-18 21:01:53,"25,1","49,4","978,8","0,029417",929,630,299,,,,
2022-10-18 21:02:23,"25,09","49,4","978,8","0,029781",947,640,307,,,,
2022-10-18 21:02:53,"25,09","49,4","978,8","0,029757",933,635,298,,,,
2022-10-18 21:03:23,"25,11","49,4","978,81","0,029072",949,633,316,,,,
2022-10-18 21:03:53,"25,1","49,4","978,82","0,028215",923,615,308,,,,
2022-10-18 21:04:23,"25,09","49,4","978,83","0,028398",929,619,310,,,,
2022-10-18 21:04:53,"25,08","49,5","978,83","0,029048",920,623,297,,,,
2022-10-18 21:05:23,"25,07","49,5","978,84","0,029018",918,622,296,,,,
2022-10-18 21:05:53,"25,08","49,5","978,83","0,02905",917,622,295,,,,
2022-10-18 21:06:23,"25,08","49,5","978,82","0,03031",948,646,302,,,,
2022-10-18 21:06:53,"25,07","49,5","978,83","0,02966",939,636,303,,,,
2022-10-18 21:07:23,"25,07","49,5","978,82","0,029355",928,629,299,,,,
2022-10-18 21:07:53,"25,06","49,5","978,81","0,029263",925,627,298,,,,
2022-10-18 21:08:23,"25,06","49,5","978,81","0,028735",936,625,311,,,,
2022-10-18 21:08:53,"25,07","49,6","978,8","0,032828",1130,734,396,,,,
2022-10-18 21:09:23,"25,06","49,6","978,81","0,030482",978,658,320,,,,
2022-10-18 21:09:53,"25,06","49,6","978,8","0,029044",929,626,303,,,,
2022-10-18 21:10:23,"25,06","49,6","978,79","0,02877",917,619,298,,,,
2022-10-18 21:10:53,"25,05","49,6","978,8","0,028189",897,606,291,,,,
2022-10-18 21:11:23,"25,04","49,6","978,8","0,027943",893,602,291,,,,
2022-10-18 21:11:53,"25,03","49,6","978,8","0,033907",1623,894,729,,,,
2022-10-18 21:12:23,"25,03","49,6","978,8","0,028125",905,608,297,,,,
2022-10-18 21:12:53,"25,03","49,6","978,8","0,028342",901,609,292,,,,
2022-10-18 21:13:23,"25,04","49,7","978,81","0,029108",924,625,299,,,,
2022-10-18 21:13:53,"25,03","49,7","978,81","0,029043",932,627,305,,,,
2022-10-18 21:14:23,"25,03","49,7","978,82","0,029752",942,638,304,,,,
2022-10-18 21:14:53,"25,02","49,7","978,81","0,028736",930,623,307,,,,
2022-10-18 21:15:23,"25,02","49,7","978,83","0,028955",920,622,298,,,,
2022-10-18 21:16:31,"25,06","49,7","978,82","0,029355",928,629,299,,,,
2022-10-18 21:17:01,"25,07","49,7","978,81","0,029225",962,639,323,,,,
2022-10-18 21:17:31,"25,07","49,8","978,82","0,027791",886,598,288,,,,
2022-10-18 21:18:01,"25,04","49,8","978,84","0,029863",1182,716,466,,,,
2022-10-18 21:18:31,"25,03","49,8","978,84","0,026073",852,568,284,,,,
2022-10-18 21:19:01,"25,03","49,8","978,84","0,025828",842,562,280,,,,
2022-10-18 21:19:31,"25,03","49,8","978,85","0,027633",900,601,299,,,,
2022-10-18 21:20:01,"25,03","49,8","978,85","0,025556",854,563,291,,,,
2022-10-18 21:20:31,"25,02","49,8","978,85","0,025614",834,557,277,,,,
2022-10-18 21:21:01,"25,02","49,8","978,82","0,027351",996,629,367,,,,
2022-10-18 21:21:31,"25,01","49,8","978,83","0,02589",855,567,288,,,,
2022-10-18 21:22:01,"25,01","49,8","978,82","0,026134",847,567,280,,,,
2022-10-18 21:22:31,"25,01","49,8","978,8","0,026869",871,583,288,,,,
2022-10-18 21:23:01,"25,01","49,8","978,8","0,032979",1798,928,870,,,,
2022-10-18 21:23:31,25,"49,8","978,79","0,026777",871,582,289,,,,
2022-10-18 21:24:01,25,"49,8","978,8","0,027971",1105,670,435,,,,
2022-10-18 21:24:31,25,"49,8","978,8","0,025308",832,553,279,,,,
2022-10-18 21:25:01,25,"49,8","978,8","0,031517",1444,813,631,,,,
2022-10-18 21:25:31,25,"49,8","978,78","0,025376",857,562,295,,,,
2022-10-18 21:26:01,25,"49,8","978,77","0,025981",849,566,283,,,,
2022-10-18 21:26:31,"24,99","49,9","978,78","0,025526",855,563,292,,,,
2022-10-18 21:27:01,"25,02","49,9","978,75","0,025767",847,563,284,,,,
2022-10-18 21:27:31,"25,01","49,8","978,75","0,027118",911,599,312,,,,
2022-10-18 21:28:01,"25,01","49,8","978,75","0,025645",848,562,286,,,,
2022-10-18 21:28:31,"25,01","49,8","978,76","0,025686",874,571,303,,,,
2022-10-18 21:29:01,25,"49,9","978,76","0,027421",984,626,358,,,,
2022-10-18 21:29:31,"24,99","49,9","978,76","0,027055",904,596,308,,,,
2022-10-18 21:30:01,"24,98","49,9","978,75","0,026807",882,586,296,,,,
2022-10-18 21:30:31,"24,97","49,9","978,76","0,027298",902,598,304,,,,
2022-10-18 21:31:01,"24,96","49,9","978,76","0,026287",866,575,291,,,,
2022-10-18 21:31:31,"24,96",50,"978,76","0,025137",859,560,299,,,,
2022-10-18 21:32:01,"24,96",50,"978,76","0,026111",943,598,345,,,,
2022-10-18 21:32:31,"24,95",50,"978,77","0,026838",878,585,293,,,,
2022-10-18 21:33:01,"24,95",50,"978,77","0,026929",881,587,294,,,,
2022-10-18 21:33:31,"24,95",50,"978,78","0,026991",882,588,294,,,,
2022-10-18 21:34:01,"24,96",50,"978,78","0,033973",1083,731,352,,,,
2022-10-18 21:34:31,"24,96",50,"978,8","0,025627",876,571,305,,,,
2022-10-18 21:35:01,"24,95",50,"978,79","0,025686",965,600,365,,,,
2022-10-18 21:35:31,"24,94",50,"978,8","0,026196",866,574,292,,,,
2022-10-18 21:36:01,"24,94",50,"978,79","0,026717",888,587,301,,,,
2022-10-18 21:36:31,"24,94",50,"978,78","0,026654",872,581,291,,,,
2022-10-18 21:37:01,"24,94",50,"978,8","0,027266",888,593,295,,,,
2022-10-18 21:37:31,"24,93",50,"978,8","0,027297",893,595,298,,,,
2022-10-18 21:38:01,"24,92",50,"978,79","0,027267",903,598,305,,,,
2022-10-18 21:38:31,"24,92","50,1","978,79","0,026471",869,578,291,,,,
2022-10-18 21:39:01,"24,92","50,1","978,79","0,026165",861,572,289,,,,
2022-10-18 21:39:31,"24,92","50,1","978,79","0,025951",856,568,288,,,,
2022-10-18 21:40:01,"24,91","50,1","978,78","0,024764",838,549,289,,,,
2022-10-18 21:40:31,"24,9","50,1","978,78","0,025496",856,563,293,,,,
2022-10-18 21:41:01,"24,91","50,1","978,78","0,025346",858,562,296,,,,
2022-10-18 21:41:31,"24,91","50,1","978,77","0,025768",853,565,288,,,,
2022-10-18 21:42:01,"24,9","50,1","978,76","0,025553",842,559,283,,,,
2022-10-18 21:42:31,"24,9","50,1","978,76","0,024253",834,542,292,,,,
2022-10-18 21:43:01,"24,9","50,1","978,77","0,024273",818,537,281,,,,
2022-10-18 21:43:31,"24,9","50,1","978,77","0,024422",810,536,274,,,,
2022-10-18 21:44:01,"24,88","50,2","978,77","0,027481",893,597,296,,,,
2022-10-18 21:44:31,"24,88","50,2","978,78","0,025614",846,561,285,,,,
2022-10-18 21:45:01,"24,87","50,1","978,77","0,024832",882,564,318,,,,
2022-10-18 21:45:31,"24,87","50,2","978,78","0,025469",863,565,298,,,,
2022-10-18 21:46:01,"24,87","50,2","978,8","0,024697",819,542,277,,,,
2022-10-18 21:46:31,"24,87","50,2","978,79","0,024422",810,536,274,,,,
2022-10-18 21:47:01,"24,87","50,2","978,8","0,024239",807,533,274,,,,
2022-10-18 21:47:31,"24,87","50,2","978,8","0,023996",806,530,276,,,,
2022-10-18 21:48:01,"24,87","50,2","978,8","0,0277",931,612,319,,,,
2022-10-18 21:48:31,"24,87","50,2","978,81","0,024089",812,533,279,,,,
2022-10-18 21:49:01,"24,87","50,2","978,82","0,024058",810,532,278,,,,
2022-10-18 21:49:31,"24,88","50,2","978,82","0,023492",814,527,287,,,,
2022-10-18 21:50:01,"24,87","50,3","978,81","0,024515",819,540,279,,,,
2022-10-18 21:50:31,"24,88","50,3","978,82","0,023854",820,533,287,,,,
2022-10-18 21:51:01,"24,87","50,3","978,82","0,023755",805,527,278,,,,
2022-10-18 21:51:31,"24,86","50,3","978,82","0,023934",802,528,274,,,,
2022-10-18 21:52:01,"24,86","50,3","978,82","0,023823",818,532,286,,,,
2022-10-18 21:52:31,"24,86","50,3","978,81","0,024055",801,529,272,,,,
2022-10-18 21:53:01,"24,86","50,3","978,81","0,023845",805,528,277,,,,
2022-10-18 21:53:31,"24,86","50,3","978,8","0,024451",806,535,271,,,,
2022-10-18 21:54:01,"24,85","50,3","978,8","0,023934",802,528,274,,,,
2022-10-18 21:54:31,"24,85","50,3","978,78","0,024084",797,528,269,,,,
2022-10-18 21:55:01,"24,85","50,3","978,78","0,024115",799,529,270,,,,
2022-10-18 21:55:31,"24,85","50,3","978,78","0,023816",806,528,278,,,,
2022-10-18 21:56:01,"24,84","50,3","978,78","0,02387",789,523,266,,,,
2022-10-18 21:56:31,"24,84","50,3","978,77","0,024268",803,532,271,,,,
2022-10-18 21:57:01,"24,84","50,4","978,76","0,024024",799,528,271,,,,
2022-10-18 21:57:31,"24,85","50,4","978,78","0,02372",794,523,271,,,,
2022-10-18 21:58:01,"24,84","50,4","978,77","0,02387",789,523,266,,,,
2022-10-18 21:58:31,"24,84","50,4","978,76","0,023263",785,515,270,,,,
2022-10-18 21:59:01,"24,85","50,4","978,76","0,030976",1535,831,704,,,,
2022-10-18 21:59:31,"24,84","50,4","978,76","0,023902",797,526,271,,,,
2022-10-18 22:00:01,"24,84","50,4","978,76","0,02381",791,523,268,,,,
2022-10-18 22:00:31,"24,83","50,4","978,77","0,024482",805,535,270,,,,
2022-10-18 22:01:01,"24,84","50,4","978,77","0,024943",832,549,283,,,,
2022-10-18 22:01:31,"24,84","50,4","978,78","0,02864",1022,652,370,,,,
2022-10-18 22:02:01,"24,83","50,4","978,77","0,023481",799,522,277,,,,
2022-10-18 22:02:31,"24,83","50,4","978,79","0,023871",795,525,270,,,,
2022-10-18 22:03:01,"24,83","50,5","978,79","0,02369",795,523,272,,,,
2022-10-18 22:03:31,"24,83","50,5","978,79","0,023781",795,524,271,,,,
2022-10-18 22:04:01,"24,83","50,5","978,79","0,022832",763,503,260,,,,
2022-10-18 22:04:31,"24,83","50,5","978,8","0,028984",970,639,331,,,,
2022-10-18 22:05:01,"24,83","50,5","978,82","0,022042",750,490,260,,,,
2022-10-18 22:05:31,"24,83","50,5","978,81","0,022097",739,487,252,,,,
2022-10-18 22:06:01,"24,83","50,5","978,81","0,022251",746,491,255,,,,
2022-10-18 22:06:31,"24,83","50,5","978,81","0,021836",754,489,265,,,,
2022-10-18 22:07:01,"24,82","50,5","978,81","0,022282",748,492,256,,,,
2022-10-18 22:07:31,"24,82","50,5","978,82","0,021896",755,490,265,,,,
2022-10-18 22:08:01,"24,81","50,5","978,8","0,02219",745,490,255,,,,
2022-10-18 22:08:31,"24,83","50,5","978,81","0,022038",741,487,254,,,,
2022-10-18 22:09:01,"24,82","50,5","978,82","0,021325",747,481,266,,,,
2022-10-18 22:09:31,"24,82","50,5","978,81","0,021915",736,484,252,,,,
2022-10-18 22:10:01,"24,81","50,5","978,8","0,02213",744,489,255,,,,
2022-10-18 22:10:31,"24,81","50,5","978,81","0,022601",872,535,337,,,,
2022-10-18 22:11:01,"24,8","50,5","978,82","0,023078",776,510,266,,,,
2022-10-18 22:11:31,"24,8","50,5","978,82","0,023087",791,515,276,,,,
2022-10-18 22:12:01,"24,8","50,5","978,83","0,022722",782,508,274,,,,
2022-10-18 22:12:31,"24,8","50,6","978,84","0,023109",778,511,267,,,,
2022-10-18 22:13:01,"24,8","50,6","978,84","0,02214",762,495,267,,,,
2022-10-18 22:13:31,"24,8","50,6","978,84","0,022099",742,488,254,,,,
2022-10-18 22:14:01,"24,8","50,6","978,86","0,021946",738,485,253,,,,
2022-10-18 22:14:31,"24,8","50,6","978,86","0,022923",763,504,259,,,,
2022-10-18 22:15:01,"24,8","50,6","978,87","0,022713",767,503,264,,,,
2022-10-18 22:15:31,"24,8","50,6","978,87","0,022861",759,502,257,,,,
2022-10-18 22:16:01,"24,81","50,6","978,86","0,025768",829,557,272,,,,
2022-10-18 22:16:31,"24,8","50,6","978,86","0,023052",783,512,271,,,,
2022-10-18 22:17:01,"24,8","50,6","978,84","0,021914",733,483,250,,,,
2022-10-18 22:17:31,"24,8","50,6","978,85","0,021853",732,482,250,,,,
2022-10-18 22:18:01,"24,8","50,6","978,84","0,021703",734,481,253,,,,
2022-10-18 22:18:31,"24,8","50,6","978,85","0,021411",744,481,263,,,,
2022-10-18 22:19:01,"24,8","50,6","978,84","0,021202",742,478,264,,,,
2022-10-18 22:19:31,"24,8","50,6","978,85","0,021082",740,476,264,,,,
2022-10-18 22:20:01,"24,8","50,6","978,85","0,021373",733,477,256,,,,
2022-10-18 22:20:31,"24,8","50,6","978,86","0,020984",756,480,276,,,,
2022-10-18 22:21:01,"24,79","50,6","978,89","0,021114",742,477,265,,,,
2022-10-18 22:21:31,"24,78","50,6","978,89","0,021488",726,476,250,,,,
2022-10-18 22:22:01,"24,8","50,6","978,89","0,02161",728,478,250,,,,
2022-10-18 22:22:31,"24,92","50,7","978,88","0,022078",758,493,265,,,,
2022-10-18 22:23:01,"24,93","51,3","978,87","0,022434",749,494,255,,,,
2022-10-18 22:23:31,"24,91","51,1","978,88","0,022344",752,494,258,,,,
2022-10-18 22:24:01,"24,89","50,9","978,88","0,021947",741,486,255,,,,
2022-10-18 22:24:31,"24,88","50,7","978,88","0,021734",736,482,254,,,,
2022-10-18 22:25:01,"24,87","50,7","978,86","0,02093",736,473,263,,,,
2022-10-18 22:25:31,"24,85","50,7","978,86","0,021641",730,479,251,,,,
2022-10-18 22:26:01,"24,84","50,7","978,88","0,021879",768,494,274,,,,
2022-10-18 22:26:31,"24,84","50,7","978,88","0,021252",731,475,256,,,,
2022-10-18 22:27:01,"24,83","50,7","978,89","0,021582",732,479,253,,,,
2022-10-18 22:27:31,"24,87","50,7","978,88","0,030705",1218,737,481,,,,
2022-10-18 22:28:01,"24,91","50,7","978,89","0,021702",731,480,251,,,,
2022-10-18 22:28:31,"24,92","50,8","978,89","0,021435",737,479,258,,,,
2022-10-18 22:29:01,"24,93","50,8","978,9","0,022947",802,517,285,,,,
2022-10-18 22:29:31,"24,96","50,7","978,89","0,021765",738,483,255,,,,
2022-10-18 22:30:01,"24,99","50,8","978,88","0,021383",745,481,264,,,,
2022-10-18 22:30:31,"24,99","50,7","978,87","0,021646",739,482,257,,,,
2022-10-18 22:31:01,"24,99","50,7","978,87","0,022193",751,492,259,,,,
2022-10-18 22:31:31,25,"50,7","978,88","0,023784",804,527,277,,,,
2022-10-18 22:32:01,25,"50,7","978,88","0,022167",758,494,264,,,,
2022-10-18 22:32:31,"25,01","50,6","978,87","0,022405",753,495,258,,,,
2022-10-18 22:33:01,"25,03","50,7","978,86","0,022581",790,509,281,,,,
2022-10-18 22:33:31,"25,06","50,7","978,86","0,021957",756,491,265,,,,
2022-10-18 22:34:01,"25,08","50,7","978,85","0,022525",752,496,256,,,,
2022-10-18 22:34:31,"25,09","50,7","978,84","0,022257",758,495,263,,,,
2022-10-18 22:35:01,"25,08","50,6","978,83","0,022165",755,493,262,,,,
2022-10-18 22:35:31,"25,09","50,6","978,81","0,021487",723,475,248,,,,
2022-10-18 22:36:01,"25,14","50,6","978,81","0,021336",722,473,249,,,,
2022-10-18 22:36:31,"25,16","50,6","978,8","0,021196",736,476,260,,,,
2022-10-18 22:37:01,"25,18","50,6","978,8","0,022172",764,496,268,,,,
2022-10-18 22:37:31,"25,22","50,5","978,79","0,021984",752,490,262,,,,
2022-10-18 22:38:01,"25,25","50,5","978,8","0,022839",778,508,270,,,,
2022-10-18 22:38:31,"25,27","50,5","978,82","0,02152",842,513,329,,,,
2022-10-18 22:39:01,"25,29","50,4","978,83","0,02082",712,464,248,,,,
2022-10-18 22:39:31,"25,3","50,4","978,84","0,02076",711,463,248,,,,
2022-10-18 22:40:01,"25,33","50,4","978,84","0,021",712,466,246,,,,
2022-10-18 22:40:31,"25,34","50,4","978,84","0,021367",724,474,250,,,,
2022-10-18 22:41:01,"25,34","50,3","978,85","0,021062",716,468,248,,,,
2022-10-18 22:41:31,"25,38","50,3","978,86","0,021311",760,485,275,,,,
2022-10-18 22:42:01,"25,39","50,3","978,86","0,020697",707,461,246,,,,
2022-10-18 22:42:31,"25,39","50,3","978,86","0,020482",699,456,243,,,,
2022-10-18 22:43:01,"25,41","50,2","978,87","0,020393",699,455,244,,,,
2022-10-18 22:43:31,"25,45","50,2","978,88","0,019862",702,450,252,,,,
2022-10-18 22:44:01,"25,47","50,2","978,87","0,020952",754,479,275,,,,
2022-10-18 22:44:31,"25,48","50,2","978,89","0,019994",685,446,239,,,,
2022-10-18 22:45:01,"25,48","50,1","978,89","0,02517",1217,667,550,,,,
2022-10-18 22:45:31,"25,51","50,1","978,89","0,020209",693,451,242,,,,
2022-10-18 22:46:01,"25,49",50,"978,88","0,020969",710,465,245,,,,
2022-10-18 22:46:31,"25,49",50,"978,88","0,021061",713,467,246,,,,
2022-10-18 22:47:01,"25,51",50,"978,88","0,021061",713,467,246,,,,
2022-10-18 22:47:31,"25,56",50,"978,89","0,021002",715,467,248,,,,
2022-10-18 22:48:01,"25,59","49,9","978,9","0,020359",694,453,241,,,,
2022-10-18 22:48:31,"25,6","49,9","978,88","0,020086",688,448,240,,,,
2022-10-18 22:49:01,"25,59","49,9","978,87","0,019934",684,445,239,,,,
2022-10-18 22:49:31,"25,6","49,9","978,89","0,021856",738,484,254,,,,
2022-10-18 22:50:01,"25,61","49,8","978,87","0,019936",687,446,241,,,,
2022-10-18 22:50:31,"25,61","49,8","978,86","0,019936",687,446,241,,,,
2022-10-18 22:51:01,"25,63","49,8","978,84","0,020026",687,447,240,,,,
2022-10-18 22:51:31,"25,63","49,8","978,83","0,02001",703,452,251,,,,
2022-10-18 22:52:01,"25,65","49,7","978,82","0,020272",697,453,244,,,,
2022-10-18 22:52:31,"25,65","49,7","978,81","0,020125",699,452,247,,,,
2022-10-18 22:53:01,"25,63","49,7","978,82","0,020151",695,451,244,,,,
2022-10-18 22:53:31,"25,65","49,7","978,81","0,020397",705,457,248,,,,
2022-10-18 22:54:01,"25,69","49,7","978,81","0,020162",707,455,252,,,,
2022-10-18 22:54:31,"25,69","49,7","978,8","0,020007",700,451,249,,,,
2022-10-18 22:55:01,"25,69","49,6","978,79","0,020251",850,500,350,,,,
2022-10-18 22:55:31,"25,71","49,6","978,8","0,019643",691,444,247,,,,
2022-10-18 22:56:01,"25,73","49,6","978,8","0,019543",679,439,240,,,,
2022-10-18 22:56:31,"25,74","49,6","978,8","0,019907",688,446,242,,,,
2022-10-18 22:57:01,"25,73","49,6","978,8","0,026489",1314,711,603,,,,
2022-10-18 22:57:31,"25,73","49,6","978,79","0,019792",692,446,246,,,,
2022-10-18 22:58:01,"25,76","49,5","978,8","0,020466",715,461,254,,,,
2022-10-18 22:58:31,"25,74","49,5","978,8","0,019606",683,441,242,,,,
2022-10-18 22:59:01,"25,75","49,5","978,8","0,019483",678,438,240,,,,
2022-10-18 22:59:31,"25,77","49,5","978,8","0,02018",694,451,243,,,,
2022-10-18 23:00:01,"25,77","49,5","978,8","0,020214",699,453,246,,,,
2022-10-18 23:00:31,"25,78","49,5","978,8","0,020028",690,448,242,,,,
2022-10-18 23:01:01,"25,79","49,5","978,79","0,015366",518,340,178,,,,
2022-10-18 23:01:31,"25,8","49,5","978,78","0,015335",516,339,177,,,,
2022-10-18 23:02:01,"25,8","49,4","978,78","0,015486",517,341,176,,,,
2022-10-18 23:02:31,"25,77","49,4","978,78","0,015486",517,341,176,,,,
2022-10-18 23:03:01,"25,78","49,4","978,78","0,015397",520,341,179,,,,
2022-10-18 23:03:31,"25,8","49,4","978,78","0,015181",509,335,174,,,,
2022-10-18 23:04:01,"25,81","49,4","978,77","0,014806",525,336,189,,,,
2022-10-18 23:04:31,"25,8","49,4","978,76","0,020004",1045,551,494,,,,
2022-10-18 23:05:01,"25,8","49,4","978,75","0,014538",488,321,167,,,,
2022-10-18 23:05:31,"25,82","49,4","978,74","0,015364",512,338,174,,,,
2022-10-18 23:06:01,"25,83","49,4","978,72","0,015028",505,332,173,,,,
2022-10-18 23:06:31,"25,83","49,4","978,72","0,014569",490,322,168,,,,
2022-10-18 23:07:01,"25,82","49,3","978,72","0,014448",488,320,168,,,,
2022-10-18 23:07:31,"25,81","49,3","978,71","0,014204",481,315,166,,,,
2022-10-18 23:08:01,"25,83","49,3","978,68","0,014479",490,321,169,,,,
2022-10-18 23:08:31,"25,82","49,3","978,69","0,014478",487,320,167,,,,
2022-10-18 23:09:01,"25,83","49,3","978,69","0,015302",508,336,172,,,,
2022-10-18 23:09:31,"25,83","49,3","978,67","0,015333",510,337,173,,,,
2022-10-18 23:10:01,"25,84","49,3","978,68","0,015088",503,332,171,,,,
2022-10-18 23:10:31,"25,85","49,3","978,68","0,015118",502,332,170,,,,
2022-10-18 23:11:01,"25,85","49,3","978,68","0,015118",502,332,170,,,,
2022-10-18 23:11:31,"25,87","49,3","978,68","0,015118",502,332,170,,,,
2022-10-18 23:12:01,"25,86","49,3","978,67","0,01445",491,321,170,,,,
2022-10-18 23:12:31,"25,87","49,3","978,67","0,014173",479,314,165,,,,
2022-10-18 23:13:01,"25,88","49,3","978,65","0,014173",479,314,165,,,,
2022-10-18 23:13:31,"25,89","49,2","978,65","0,023136",747,501,246,,,,
2022-10-18 23:14:01,"25,94","49,2","978,65","0,020375",935,526,409,,,,
2022-10-18 23:14:31,"26,01","49,5","978,63","0,013932",478,311,167,,,,
2022-10-18 23:15:01,"26,03","49,6","978,63","0,01396",474,310,164,,,,
2022-10-18 23:15:31,26,"49,5","978,63","0,01405",474,311,163,,,,
2022-10-18 23:16:01,"25,99","49,3","978,63","0,013989",473,310,163,,,,
2022-10-18 23:16:31,26,"49,5","978,62","0,01402",475,311,164,,,,
2022-10-18 23:17:01,"26,01","49,3","978,62","0,013776",468,306,162,,,,
2022-10-18 23:17:31,"25,98","49,4","978,61","0,013725",479,309,170,,,,
